code,title,description,parent_code,attributes_json
SC-45.2,Secondary Authoritative Time Source,Identify a secondary authoritative time source that is in a different geographic region than the primary authoritative time source; and Synchronize the internal system clocks to the secondary authoritative time source if the primary authoritative time source is unavailable.,SC-45,"{""baselines"": [], ""is_requirement"": true}"
SC-46,Cross Domain Policy Enforcement,"Implement a policy enforcement mechanism one or more of physically, logically between the physical and/or network interfaces for the connecting security domains.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-47,Alternate Communications Paths,Establish alternate communication paths for system operations organizational command and control.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-48,Sensor Relocation,Relocate sensors and monitoring capabilities to locations under the following conditions or circumstances: conditions or circumstances.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-48.1,Dynamic Relocation of Sensors or Monitoring Capabilities,Dynamically relocate sensors and monitoring capabilities to locations under the following conditions or circumstances: conditions or circumstances.,SC-48,"{""baselines"": [], ""is_requirement"": true}"
SC-49,Hardware-enforced Separation and Policy Enforcement,Implement hardware-enforced separation and policy enforcement mechanisms between security domains.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-50,Software-enforced Separation and Policy Enforcement,Implement software-enforced separation and policy enforcement mechanisms between security domains.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-51,Hardware-based Protection,"Employ hardware-based, write-protect for system firmware components ; and Implement specific procedures for authorized individuals to manually disable hardware write-protect for firmware modifications and re-enable the write-protect prior to returning to operational mode.",SC,"{""baselines"": [], ""is_requirement"": true}"
SI-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level system and information integrity policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls; Designate an official to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and Review and update the current system and information integrity: Policy frequency and following events ; and Procedures frequency and following events.",SI,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SI-2,Flaw Remediation,"Identify, report, and correct system flaws; Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation; Install security-relevant software and firmware updates within time period of the release of the updates; and Incorporate flaw remediation into the organizational configuration management process.",SI,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SI-2.2,Automated Flaw Remediation Status,Determine if system components have applicable security-relevant software and firmware updates installed using automated mechanisms frequency.,SI-2,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SI-2.3,Time to Remediate Flaws and Benchmarks for Corrective Actions,Measure the time between flaw identification and flaw remediation; and Establish the following benchmarks for taking corrective actions: benchmarks.,SI-2,"{""baselines"": [], ""is_requirement"": true}"
SI-2.4,Automated Patch Management Tools,Employ automated patch management tools to facilitate flaw remediation to the following system components: components.,SI-2,"{""baselines"": [], ""is_requirement"": true}"
SI-2.5,Automatic Software and Firmware Updates,Install security-relevant software and firmware updates automatically to system components.,SI-2,"{""baselines"": [], ""is_requirement"": true}"
SI-2.6,Removal of Previous Versions of Software and Firmware,Remove previous versions of software and firmware components after updated versions have been installed.,SI-2,"{""baselines"": [], ""is_requirement"": true}"
SI-2.7,Root Cause Analysis,Conduct root cause analysis to identify underlying causes of issues or failures. Develop actions to address the root cause of the issue or failure. Implement the actions and monitor the implementation for effectiveness.,SI-2,"{""baselines"": [], ""is_requirement"": true}"
SI-3,Malicious Code Protection,"Implement one or more of signature-based, non-signature-based malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code; Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures; Configure malicious code protection mechanisms to: Perform periodic scans of the system frequency and real-time scans of files from external sources at one or more of endpoint, network entry and exit points as the files are downloaded, opened, or executed in accordance with organizational policy; and one or more of block malicious code, quarantine malicious code, take action ; and send alert to personnel or roles in response to malicious code detection; and Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.",SI,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
